(),0.33686705451411336
(J),0.4417607042817127
(2),0.28234493797519006
(8),0.29511804721888757
(3),0.2866026410564226
(4),0.29086034413765505
(A),0.4332452981192477
(Q),0.4375030012004802
(7),0.29511804721888757
(T),0.29811924769907966
(5),0.29511804721888757
(K),0.4332452981192477
(6),0.29511804721888757
(9),0.29511804721888757
(53),0.2835714285714286
(K)(2),0.31020408163265306
(T)(8),0.22693877551020408
(K2),0.3607142857142857
(63),0.26846938775510204
(T)(5),0.18775510204081633
(82),0.23826530612244898
(A)(7),0.31020408163265306
(K9),0.37581632653061225
(4)(3),0.22693877551020408
(KT),0.42918367346938774
(9)(7),0.22693877551020408
(K)(7),0.31020408163265306
(8)(7),0.24
(8)(4),0.20081632653061224
(87),0.2986734693877551
(T7),0.26846938775510204
(T)(4),0.18775510204081633
(6)(2),0.20081632653061224
(6)(3),0.21387755102040817
(74),0.26846938775510204
(T3),0.23826530612244898
(Q)(6),0.31020408163265306
(AQ),0.536530612244898
(9)(5),0.20081632653061224
(6)(5),0.24
(J5),0.3607142857142857
(AK),0.536530612244898
(J4),0.3607142857142857
(A2),0.37581632653061225
(T)(T),0.7959183673469388
(7)(7),0.7959183673469388
(9)(6),0.21387755102040817
(J2),0.3607142857142857
(8)(2),0.18775510204081633
(72),0.23826530612244898
(A)(J),0.44571428571428573
(T6),0.2533673469387755
(76),0.2986734693877551
(32),0.26846938775510204
(J7),0.37581632653061225
(8)(8),0.7959183673469388
(94),0.23826530612244898
(84),0.2533673469387755
(K)(J),0.45877551020408164
(K)(K),1.5142857142857142
(64),0.2835714285714286
(A)(K),0.44571428571428573
(A5),0.37581632653061225
(J)(T),0.36244897959183675
(8)(3),0.18775510204081633
(K6),0.3607142857142857
(T)(3),0.18775510204081633
(Q)(4),0.31020408163265306
(J)(8),0.3363265306122449
(J)(9),0.34938775510204084
(9)(2),0.18775510204081633
(QJ),0.566734693877551
(4)(4),0.7959183673469388
(A)(5),0.32326530612244897
(Q)(7),0.31020408163265306
(JT),0.45938775510204083
(K)(4),0.31020408163265306
(Q6),0.3607142857142857
(5)(3),0.22693877551020408
(J)(5),0.31020408163265306
(A4),0.37581632653061225
(J6),0.3607142857142857
(7)(5),0.22693877551020408
(42),0.26846938775510204
(K)(9),0.32326530612244897
(3)(2),0.21387755102040817
(4)(2),0.21387755102040817
(7)(6),0.24
(K)(3),0.31020408163265306
(T9),0.2986734693877551
(AT),0.41408163265306125
(54),0.2986734693877551
(A9),0.3607142857142857
(2)(2),0.7959183673469388
(85),0.26846938775510204
(K3),0.3607142857142857
(52),0.26846938775510204
(Q)(5),0.31020408163265306
(3)(3),0.7959183673469388
(A)(Q),0.44571428571428573
(K)(5),0.31020408163265306
(Q)(2),0.31020408163265306
(A)(8),0.31020408163265306
(K)(6),0.31020408163265306
(Q)(J),0.47183673469387755
(Q)(Q),1.5142857142857142
(65),0.2986734693877551
(K)(T),0.3363265306122449
(Q)(3),0.31020408163265306
(K)(8),0.31020408163265306
(J)(J),1.5142857142857142
(QT),0.4442857142857143
(A)(A),1.5142857142857142
(T)(7),0.21387755102040817
(8)(6),0.22693877551020408
(J)(3),0.31020408163265306
(A6),0.3607142857142857
(T)(2),0.18775510204081633
(J)(4),0.31020408163265306
(5)(2),0.21387755102040817
(T2),0.23826530612244898
(Q4),0.3607142857142857
(5)(4),0.24
(A3),0.37581632653061225
(93),0.23826530612244898
(7)(3),0.20081632653061224
(75),0.2835714285714286
(7)(4),0.21387755102040817
(9)(9),0.7959183673469388
(9)(8),0.24
(A7),0.3607142857142857
(J)(7),0.32326530612244897
